id,Station,Divisions,x,y,Lat,Long
20441,Abbeyfeale, Limerick Division,112219.0,126928.0,52.3873013582901,-9.290020847864904
20117,Abbeyleix, Laois/Offaly Division,244196.0,184819.0,52.91273292854547,-7.34378352305373
20424,Adare, Limerick Division,146337.0,146092.0,52.56390329138766,-8.792062355964722
20217,Aglish, Waterford Division,212252.0,91029.0,52.0715882449584,-7.822050666710436
20522,Ahascragh, Galway Division,178054.0,238416.0,53.39567459330229,-8.330633255636883
20700,Ailt an Chorrain, Donegal Division,171966.0,415356.0,54.98492092997602,-8.438645045972754
20649,An Bun Beag, Donegal Division,181554.0,424284.0,55.06556277304342,-8.289459009170677
20653,An Charraig, Donegal Division,159189.0,379044.0,54.657875797978605,-8.633091766709533
20500,An Cheathru Rua, Galway Division,93255.0,224962.0,53.26451052786652,-9.600485420053143
20652,An Clochan Liath, Donegal Division,176900.0,411614.0,54.951562118814216,-8.361276015161614
20393,An Coirean, Kerry Division,50174.0,66489.0,51.83109038134758,-10.174172312126043
20642,An Craoslach, Donegal Division,205627.0,430898.0,55.125283638764344,-7.912551358185865
20643,An Fál Carrach, Donegal Division,193541.0,432201.01,55.13697693180667,-8.102026221975526
20488,An Maim, Galway Division,96228.0,252310.0,53.51072859848197,-9.564930534823167
20218,An Rinn, Waterford Division,227969.0,88510.0,52.04838105303443,-7.593052813451125
20503,An Spideal, Galway Division,112890.0,222439.0,53.24543219220744,-9.305625733112558
20288,Anglesea Street, Cork City Division,168040.0,71558.0,51.89581891439854,-8.464993744273308
20383,Annascaul, Kerry Division,59567.0,101995.0,52.15241992757186,-10.052541767024445
20476,Aran Mor, Galway Division,137877.0,225014.0,53.27207603753367,-8.93189336462273
20648,Ard An Rátha, Donegal Division,173689.0,390810.0,54.764531353751934,-8.409493280112391
2079,Ardee, Louth Division,296047.0,290467.0,53.85491462839025,-6.541144051785832
20378,Ardfert, Kerry Division,78762.0,120534.0,52.32348875258219,-9.778893949144917
20259,Ardfinnan, Tipperary Division,208349.0,117754.0,52.311830977195214,-7.878313686618339
20334,Ardmore, Waterford Division,218736.0,77633.0,51.951018397922255,-7.7282238181527845
20414,Ardnacrusha, Limerick Division,158606.0,161975.0,52.70769227667266,-8.61314353811537
20508,Ardrahan, Galway Division,146101.0,212066.0,53.15664649635941,-8.806452293827851
20183,Arklow, Wicklow Division,324524.0,173255.0,52.79628148542463,-6.1546218123377265
20122,Arles, Laois/Offaly Division,266084.0,182647.0,52.89097565494816,-7.018914481825755
20677,Arva, Cavan/Monaghan Division,227394.0,297403.0,53.92537824487628,-7.583755601119815
2077,Ashbourne, Meath Division,306394.0,252439.0,53.511373123791806,-6.39699718145525
20200,Ashford, Wicklow Division,327080.0,197557.01,53.01393717008455,-6.107257359909776
20423,Askeaton, Limerick Division,134243.7,150327.68,52.60063380554453,-8.971209153403912
20444,Athea, Limerick Division,112536.0,135006.0,52.45992584496527,-9.287478260656396
20480,Athenry, Galway Division,150065.0,227951.0,53.29974998550051,-8.749689110100304
20515,Athleague, Roscommon/Longford Division,183329.0,257652.0,53.56869721606737,-8.252361662815376
2089,Athlone, Westmeath Division,203723.0,241436.0,53.42325270434138,-7.944737175980632
20160,Athy, Kildare Division,267993.0,193718.0,52.990202104394456,-6.98823837664144
20205,Aughrim, Wicklow Division,312754.0,179619.0,52.85602776912899,-6.326835352681524
20203,Avoca, Wicklow Division,320421.0,180111.0,52.85878829574167,-6.212891209266205
2060,Baile Atha Bui, Meath Division,271783.0,264284.0,53.62363547027933,-6.915863845268143
20384,Baile an Fheirtéaraigh, Kerry Division,35414.0,104242.0,52.16593110662076,-10.406208306073426
20365,Baile Bhuirne, Cork West Division,119653.0,77660.0,51.945774101723224,-9.16920162737274
20682,Bailieboro, Cavan/Monaghan Division,267755.0,296683.0,53.915208665069976,-6.969623829215439
2072,Balbriggan, D.M.R. Northern Division,319756.0,264224.0,53.61433456287878,-6.191175749225228
20554,Balla, Mayo Division,125604.0,284167.0,53.80186739269683,-9.129872534376899
20538,Ballaghderreen, Roscommon/Longford Division,161621.0,294647.0,53.899919318854145,-8.584586744693093
20562,Ballina, Mayo Division,124157.0,318813.0,54.11285719826515,-9.160436953820255
20676,Ballinagh, Cavan/Monaghan Division,238828.0,298122.0,53.93110766626122,-7.409626745030061
20695,Ballinamore, Sligo/Leitrim Division,213346.0,311725.0,54.054597938087916,-7.796963450876149
20521,Ballinasloe, Galway Division,185149.0,230904.0,53.32842738266902,-8.223628221174778
20304,Ballincollig, Cork City Division,159406.0,70777.0,51.88823834473203,-8.590317436526403
20574,Ballindine, Mayo Division,136748.0,269284.0,53.66964476421277,-8.957721947974402
20338,Ballineen, Cork West Division,134499.0,54090.0,51.73591813372444,-8.948872579935228
20442,Ballingarry, Limerick Division,141415.0,135935.0,52.472132829577234,-8.862846107040431
20266,Ballingarry North, Tipperary Division,198005.0,196372.0,53.01835367905519,-8.03046146718916
20244,Ballingarry South, Tipperary Division,231163.0,148351.0,52.58595849729061,-7.54096377858671
20337,Ballinhassig, Cork West Division,160694.0,61403.0,51.80408804851253,-8.570546062916462
20539,Ballinlough, Roscommon/Longford Division,158095.0,276963.0,53.740778281014464,-8.635814743451938
20576,Ballinrobe, Mayo Division,118916.0,264544.0,53.624607620993515,-9.226218123128572
20656,Ballintra, Donegal Division,191938.0,369953.0,54.57779825049869,-8.12541830838209
2061,Ballivor, Meath Division,268536.0,254113.0,53.53270211642696,-6.967158019882982
20157,Ballon, Kilkenny/Carlow Division,282972.0,166461.0,52.74322732031607,-6.772170358384606
20670,Ballybay, Cavan/Monaghan Division,271646.0,320536.0,54.12894153140436,-6.9048042571642805
20626,Ballybofey, Donegal Division,214130.0,394664.0,54.7996428870565,-7.78104970750429
20407,Ballybunion, Kerry Division,86652.0,141250.0,52.51125734134547,-9.670244699928123
20690,Ballyconnell, Cavan/Monaghan Division,227500.0,318956.0,54.11899896215935,-7.580195145238634
20333,Ballycotton, Cork North Division,199147.0,64169.0,51.8303284426345,-8.013098611987209
20570,Ballycroy, Mayo Division,80393.0,310039.0,54.02576517368276,-9.825852030176964
20193,Ballycullane, Wexford Division,279276.0,114714.0,52.27886582658563,-6.839204482368271
20349,Ballydehob, Cork West Division,98743.0,35003.0,51.55911238537736,-9.460780534877488
20370,Ballydesmond, Cork West Division,115844.0,103595.0,52.17823423333076,-9.230970131544
20408,Ballyduff, Kerry Division,86995.0,135074.0,52.45585251849741,-9.663101445993705
209,Ballyfermot, D.M.R. Western Division,309409.0,233956.0,53.34475634644531,-6.357983248578631
20520,Ballygar, Galway Division,178268.0,252460.0,53.52186419347112,-8.328387423169989
20238,Ballyhale, Kilkenny/Carlow Division,254315.0,135462.0,52.46832868968457,-7.201520291243412
20584,Ballyhaunis, Mayo Division,149440.0,279630.0,53.76397033476123,-8.76740657858304
20405,Ballyheigue, Kerry Division,75635.0,127925.01,52.38917513710645,-9.827468422252538
20689,Ballyjamesduff, Cavan/Monaghan Division,252106.0,290682.0,53.86310768503969,-7.208766036383752
20433,Ballylanders, Limerick Division,176519.0,124355.0,52.37071032352184,-8.345472717045364
20121,Ballylinan, Laois/Offaly Division,264370.0,188409.01,52.942951454674116,-7.043234880837375
20216,Ballymacarberry, Waterford Division,219322.0,112821.0,52.2672247932282,-7.717708263681732
2095,Ballymahon, Roscommon/Longford Division,215897.0,256827.0,53.5613104108571,-7.76084081526472
2091,Ballymore, Westmeath Division,221174.0,249031.0,53.49108066184703,-7.681734018343674
20599,Ballymote, Sligo/Leitrim Division,166332.0,315483.0,54.08742997205949,-8.515227594522896
2021,Ballymun, D.M.R. Northern Division,315553.0,239644.0,53.39453438574936,-6.263700506565392
20107,Ballynacargy, Westmeath Division,230848.0,259684.0,53.58631413202994,-7.53494276305764
20421,Ballyneety, Limerick Division,162853.0,149652.0,52.59727038553932,-8.548926266988387
20314,Ballynoe, Cork North Division,193238.0,89752.0,52.0602053191072,-8.099315498060042
20260,Ballyporeen, Tipperary Division,193377.0,113119.0,52.27020104057031,-8.09774610109937
20655,Ballyshannon, Donegal Division,186778.0,361165.0,54.49874568476236,-8.20481677786261
20469,Ballyvaughan, Clare Division,123241.0,207871.0,53.11615817047474,-9.147110254597669
20357,Baltimore, Cork West Division,104724.0,26470.0,51.483483096911215,-9.37226008798466
20162,Baltinglass, Wicklow Division,286795.0,188319.01,52.9389889015224,-6.709769110428187
20126,Banagher, Laois/Offaly Division,200990.0,215534.0,53.19053402106064,-7.98592537780963
20335,Bandon, Cork West Division,148948.0,54943.0,51.74508552912841,-8.739865287047339
20569,Bangor Erris, Mayo Division,85880.0,323065.0,54.14397655265397,-9.74707514913935
20285,Bansha, Tipperary Division,195590.0,133041.0,52.44925211131247,-8.065591872053984
20343,Bantry, Cork West Division,99396.0,48475.0,51.680271522282084,-9.455234102293652
20550,Barnaderg, Galway Division,152084.0,248054.0,53.48054597143154,-8.722459859684779
20401,Barraduff, Kerry Division,108078.0,90547.0,52.05976733132101,-9.340943755769363
20566,Beal an Mhuirthead, Mayo Division,70539.0,332132.0,54.221749911280135,-9.985583040568333
20364,Beal Atha an Ghaorthaidh, Cork West Division,115366.0,67279.0,51.851864169291076,-9.228984556472051
20691,Belturbet, Cavan/Monaghan Division,236512.0,317033.0,54.101163907861704,-7.442615719224657
20235,Bennettsbridge, Kilkenny/Carlow Division,255404.0,149049.0,52.59030297182141,-7.183235224834884
20125,Birr, Laois/Offaly Division,205977.0,205022.0,53.09604826814636,-7.911513687177697
20293,Bishopstown, Cork City Division,164612.0,69895.0,51.8806666679032,-8.514618025731576
20618,Blacklion, Cavan/Monaghan Division,208111.0,338081.0,54.29148154263698,-7.876189129334119
20291,Blackrock Co Cork, Cork North Division,172205.0,71367.0,51.89432568881905,-8.404477114774783
2044,Blackrock Co Dublin, D.M.R. Southern Division,321556.0,229240.0,53.29975574324365,-6.177501074750233
20703,Blackrock Co Louth, Louth Division,307145.0,302828.0,53.96375386378615,-6.368239084902974
20186,Blackwater, Wexford Division,312320.0,133894.0,52.44540374392487,-6.348827335442853
2031,Blanchardstown, D.M.R. Western Division,307764.0,238947.0,53.38991966501459,-6.380972289469859
20303,Blarney, Cork City Division,161004.0,75630.0,51.93196505415695,-8.567658396624639
20163,Blessington, Wicklow Division,298103.0,214283.0,53.17026535958519,-6.5337341150056405
20371,Boherbue, Cork West Division,126840.0,101277.0,52.1589734547282,-9.069757262899655
20561,Bonniconlon, Mayo Division,132750.0,318312.0,54.10955157563774,-9.028957396919406
20242,Borris, Kilkenny/Carlow Division,272594.0,150554.0,52.60180338755652,-6.9293064160282345
20124,Borris-In-Ossory, Laois/Offaly Division,225006.0,187638.0,52.93929682834296,-7.6288069022813465
20265,Borrisokane, Tipperary Division,191521.0,194016.0,52.997120211496906,-8.127015204541113
20277,Borrisoleigh, Tipperary Division,203063.0,166674.0,52.75149188425846,-7.955371180169645
20505,Bothar Na Tra, Galway Division,127991.0,223676.0,53.25880666865598,-9.07974422548356
20530,Boyle, Roscommon/Longford Division,180337.0,302706.0,53.97336890088176,-8.3003928411715
2040,Bray, Wicklow Division,326982.0,218126.0,53.19867883898722,-6.100591514233755
20290,Bridewell Cork, Cork City Division,167215.0,72081.0,51.9004711384695,-8.47702741870969
2035,Bridewell Dublin, D.M.R. North Central Division,314987.0,234346.0,53.34707716540723,-6.2741298448966525
20431,Bruff, Limerick Division,162884.0,136304.0,52.477329903486506,-8.546977253974452
20435,Bruree, Limerick Division,155807.0,130335.0,52.42316680886075,-8.650334760388088
20181,Bunclody, Wexford Division,290559.0,156971.0,52.656757455063655,-6.662471883544675
20628,Buncrana, Donegal Division,235086.0,431698.0,55.13126167870848,-7.450703633838557
20657,Bundoran, Donegal Division,181940.0,358711.0,54.47655169322933,-8.27933589991076
20629,Burnfoot, Donegal Division,238292.0,423197.0,55.054669701100856,-7.40158769157908
20321,Buttevant, Cork North Division,154182.0,108777.0,52.229314556396275,-8.671282529139283
2039,Cabinteely, D.M.R. Eastern Division,323458.0,224950.0,53.26079055683351,-6.150653642077072
2028,Cabra, D.M.R. Western Division,312709.0,236285.0,53.36498119057735,-6.307628979140497
20387,Caherciveen, Kerry Division,47419.0,79475.0,51.946965796021274,-10.219845444934176
20422,Caherconlish, Limerick Division,168230.0,149230.0,52.59381925774855,-8.469538097178313
20258,Cahir, Tipperary Division,205478.0,124887.0,52.37596774217192,-7.920293299979813
20230,Callan, Kilkenny/Carlow Division,241366.0,143576.0,52.54237234366931,-7.391035493081938
20198,Campile, Wexford Division,272408.0,115601.0,52.28778208387642,-6.939622129468571
20438,Cappamore, Limerick Division,177122.0,151501.0,52.6146734209625,-8.338485381043483
20284,Cappawhite, Tipperary Division,188876.0,147953.0,52.58315891806459,-8.164839741615678
20214,Cappoquin, Waterford Division,210611.0,99293.0,52.1458893084791,-7.845725289808319
20153,Carbury, Kildare Division,270878.0,232525.0,53.33846029770221,-6.936699400251808
2053,Carlingford, Louth Division,318804.0,311739.0,54.04122662874908,-6.187215774455323
20154,Carlow, Kilkenny/Carlow Division,272198.0,177119.0,52.84052609755874,-6.929318426967474
20487,Carna, Galway Division,78502.0,231891.0,53.32356548712771,-9.824117504040137
20630,Carndonagh, Donegal Division,247140.0,445420.0,55.25350678945487,-7.259462221561333
20184,Carnew, Wicklow Division,301985.0,163180.0,52.71050610553708,-6.491760067087934
20637,Carraig Airt, Donegal Division,212888.0,436462.0,55.17512561007827,-7.798485298373884
20197,Carrickbyrne, Wexford Division,284542.0,124096.0,52.362374162220675,-6.759712298138499
20669,Carrickmacross, Cavan/Monaghan Division,284115.0,303725.0,53.97606408995972,-6.718775995443778
20194,Carrick-on-Bannow, Wexford Division,286534.0,110303.0,52.23814203799101,-6.734019252205117
20605,Carrick-On-Shannon, Sligo/Leitrim Division,194129.0,299437.0,53.94434095116947,-8.090150059403872
20256,Carrick-On-Suir, Tipperary Division,240263.0,121953.0,52.3481531667575,-7.4098955492170475
20295,Carrigaline, Cork City Division,173048.0,62517.0,51.81483163716114,-8.391541786483225
20696,Carrigallen, Sligo/Leitrim Division,223231.0,302970.0,53.97559474695479,-7.646699692161792
20620,Carrigans, Donegal Division,236778.0,411663.0,54.95118489968593,-7.426756371905663
20307,Carrigtwohill, Cork North Division,182032.0,73007.0,51.90946807964234,-8.261817349979891
20262,Cashel, Tipperary Division,207497.0,140510.0,52.51633759043351,-7.890297892111209
20551,Castlebar, Mayo Division,114657.0,290095.0,53.8534329616345,-9.297618921894333
2048,Castlebellingham, Louth Division,305884.0,295618.0,53.899263491986055,-6.389939171449739
20671,Castleblayney, Cavan/Monaghan Division,282766.0,319488.0,54.11786086131444,-6.735035715285223
20175,Castlebridge, Wexford Division,305412.0,126984.0,52.384705182208215,-6.452557699074842
20231,Castlecomer, Kilkenny/Carlow Division,253366.0,172283.0,52.79926709052732,-7.209539411926801
20416,Castleconnell, Limerick Division,166361.0,162551.0,52.71340537913159,-8.498474928493083
20161,Castledermot, Kildare Division,277476.0,184847.0,52.90922129309997,-6.8491727247856815
20621,Castlefin, Donegal Division,226079.0,395057.0,54.80269510630528,-7.595229234565368
20382,Castlegregory, Kerry Division,62067.0,113254.0,52.25416836136177,-10.020622089078973
20399,Castleisland, Kerry Division,100103.0,109691.0,52.23037550963062,-9.46280371091197
20395,Castlemaine, Kerry Division,83700.0,103354.0,52.170234011003515,-9.700594332791118
20108,Castlepollard, Westmeath Division,246529.0,270072.0,53.678483434307736,-7.296628800499848
20537,Castlerea, Roscommon/Longford Division,168128.0,279762.0,53.76663430244349,-8.48405941247235
20351,Castletownbere, Cork West Division,67530.0,45783.0,51.64948343073077,-9.914681807630144
20318,Castletownroche, Cork North Division,168033.0,102149.0,52.17073050740574,-8.467954285766394
20675,Cavan, Cavan/Monaghan Division,241968.0,305076.0,53.99333432320538,-7.360871214791804
20142,Celbridge, Kildare Division,297174.0,233606.0,53.34399906987868,-6.541727256400988
20582,Charlestown, Mayo Division,147966.0,301773.0,53.96274360953986,-8.793508783736877
20322,Charleville, Cork North Division,153544.0,122887.0,52.35605300692509,-8.682564140562764
20506,Cill Ronain, Galway Division,88391.0,209129.0,53.121307739016295,-9.667819366805588
20143,Clane, Kildare Division,287676.0,227817.0,53.29365605523458,-6.685889732112522
20135,Clara, Laois/Offaly Division,225751.0,232841.0,53.345415033586505,-7.614099641302239
20572,Claremorris, Mayo Division,135024.18,275315.22,53.72361271568632,-8.985062338098366
20483,Clifden, Galway Division,66684.0,250540.0,53.48818035420877,-10.009238508713885
20489,Cloch na Ron, Galway Division,72250.0,239851.0,53.393575073889,-9.92110051800096
20127,Cloghan, Laois/Offaly Division,208230.0,219360.0,53.22484894730865,-7.877514799166402
20263,Clogheen, Tipperary Division,200368.0,113860.0,52.27690015363855,-7.995337358761079
20650,Clogher, Donegal Division,172579.0,398859.0,54.836772562969976,-8.42749840116493
2049,Clogherhead, Louth Division,315864.0,283734.0,53.790413345850105,-6.242667149622509
20352,Clonakilty, Cork West Division,138491.0,41691.0,51.624947241422326,-8.888911314529842
20528,Clonark, Roscommon/Longford Division,197742.0,235330.0,53.368398851975066,-8.034658376380598
20116,Clonaslee, Laois/Offaly Division,231761.0,210974.0,53.148617539904876,-7.526043505534551
20136,Clonbologue, Laois/Offaly Division,261062.0,223560.0,53.259141935873586,-7.085759745398474
2012,Clondalkin, D.M.R. Western Division,307001.0,231495.0,53.32314493975408,-6.394953512815408
20663,Clones, Cavan/Monaghan Division,250449.0,325661.0,54.17749319644791,-7.228150395834802
20631,Clonmany, Donegal Division,237379.0,446385.0,55.263009154816736,-7.412819148073707
20251,Clonmel, Tipperary Division,220495.0,122492.0,52.354090318708195,-7.699939080784128
20191,Clonroche, Wexford Division,287355.0,133940.0,52.450373653553015,-6.71586382110903
2027,Clontarf, D.M.R. Northern Division,318536.0,236267.0,53.36354644145459,-6.220148024246521
20267,Cloughjordan, Tipperary Division,197379.0,187871.0,52.941964844517344,-8.039719844687376
20329,Cloyne, Cork North Division,191542.0,67785.0,51.86276272925962,-8.123500723217845
20363,Coachford, Cork West Division,145605.0,73233.0,51.9091333588964,-8.791133988317993
20306,Cobh, Cork North Division,179125.0,66205.0,51.84823640078269,-8.303646542331958
2080,Collon, Louth Division,299931.0,281968.0,53.77785191932692,-6.484899297724862
20593,Collooney, Sligo/Leitrim Division,168198.0,326384.0,54.18547743819724,-8.487862821810053
20577,Cong, Mayo Division,114758.0,255362.0,53.541471610580714,-9.286537296530861
20627,Convoy, Donegal Division,221305.0,401336.0,54.85932200423486,-7.669000426604587
20595,Coolaney, Sligo/Leitrim Division,160644.0,324983.0,54.17236815079563,-8.603379578018835
2023,Coolock, D.M.R. Northern Division,319729.0,239280.0,53.390336176959735,-6.201096528326183
20688,Cootehill, Cavan/Monaghan Division,260357.0,314337.0,54.07470543064646,-7.07869606240366
20470,Corofin, Clare Division,128220.0,189019.21,52.94748854906269,-9.068571458739354
20549,Corofin, Galway Division,142691.0,243381.0,53.437626226181415,-8.863071704911246
20182,Courtown Harbour, Wexford Division,319821.0,156210.0,52.64425319785284,-6.230518095695524
20509,Craughwell, Galway Division,151036.0,220114.01,53.22943011355791,-8.733920883974491
20519,Creggs, Galway Division,175961.0,260596.0,53.59486152121391,-8.363794719269313
20366,Crookstown, Cork West Division,144846.0,67624.0,51.858654358748694,-8.801265502565755
20426,Croom, Limerick Division,151259.0,141377.0,52.52199964755426,-8.718795523763141
20296,Crosshaven, Cork City Division,179049.0,61280.0,51.803971669074016,-8.304451224415997
20558,Crossmolina, Mayo Division,113519.0,317547.0,54.09980927260472,-9.32269267574709
207,Crumlin, D.M.R. Southern Division,312337.0,231220.0,53.31957100358385,-6.315009588943794
20448,Crusheen, Clare Division,139630.0,187860.0,52.938477863213656,-8.898639436503174
20137,Daingean, Laois/Offaly Division,247157.0,227166.0,53.29295588579208,-7.293563527534108
2088,Delvin, Westmeath Division,260269.0,263101.01,53.614458175864186,-7.090080256512497
20381,Dingle, Kerry Division,44605.0,100974.0,52.13924737726468,-10.27050250308759
20268,Dolla, Tipperary Division,187091.0,171770.0,52.79713750549527,-8.192108209688955
20658,Donegal Town, Donegal Division,192880.0,378259.0,54.652425759436426,-8.111053604501704
20323,Doneraile, Cork North Division,160037.0,107212.0,52.21570700593769,-8.585413988622697
205,Donnybrook, D.M.R. South Central Division,317602.0,231588.0,53.32173398843589,-6.235906842929135
20294,Douglas, Cork City Division,170369.0,69237.0,51.87508885895769,-8.430963194954357
20617,Dowra, Cavan/Monaghan Division,199053.0,326825.0,54.19042468626393,-8.015251683355721
20350,Drimoleague, Cork West Division,112583.0,45865.0,51.659025944118206,-9.263980478194581
20359,Drinagh, Cork West Division,120137.0,44481.0,51.64771323184212,-9.15452728261134
2047,Drogheda, Louth Division,308547.0,275168.0,53.71506055975042,-6.35664699113855
2055,Drumad, Louth Division,307291.36,317522.13,54.09568110956091,-6.360826005251555
20327,Drumcollogher, Limerick Division,137937.0,121074.0,52.338218383501996,-8.911265688826457
2097,Drumlish, Roscommon/Longford Division,215464.0,285808.0,53.82170002862936,-7.765932972882528
20608,Drumshambo, Sligo/Leitrim Division,197430.0,310806.0,54.04650718717882,-8.039976983037679
2022,Dublin Airport, D.M.R. Northern Division,316668.0,243608.0,53.429888887776926,-6.245482800564008
2081,Duleek, Meath Division,304644.0,268266.0,53.65386962761335,-6.418063903538981
20641,Dun Fionnachaid, Donegal Division,201676.0,437311.0,55.18291588186536,-7.974444994326169
203,Dun Laoghaire, D.M.R. Eastern Division,324528.0,228221.0,53.289915449425216,-6.133348448497408
2065,Dunboyne, Meath Division,301292.0,242275.0,53.421090395349566,-6.477144368540463
20195,Duncannon, Wexford Division,273189.0,108224.0,52.22139579228456,-6.929776293657203
2052,Dundalk, Louth Division,304337.0,306745.0,53.99950418170534,-6.409664511495491
2045,Dundrum, D.M.R. Eastern Division,317246.0,227995.0,53.28954478038918,-6.242572650503322
20213,Dungarvan, Waterford Division,225790.0,92872.0,52.087686740466296,-7.624483992929479
20164,Dunlavin, Wicklow Division,287139.0,201660.0,53.058778180649206,-6.701060653351901
2050,Dunleer, Louth Division,305758.0,287738.0,53.828521486894154,-6.394568114689189
20358,Dunmanway, Cork West Division,123336.0,52791.01,51.722830725425254,-9.110144327219452
20207,Dunmore East, Waterford Division,268990.0,100038.01,52.148382950608934,-6.9928722232992575
20548,Dunmore, Galway Division,151036.0,263315.0,53.6175533971174,-8.740632363718941
2067,Dunshaughlin, Meath Division,296955.0,252168.0,53.510762275198175,-6.53930744520629
20119,Durrow, Laois/Offaly Division,240741.0,177168.0,52.84425986817592,-7.3960934153458595
20348,Durrus, Cork West Division,94504.0,41927.0,51.62054463412344,-9.52396124087452
20138,Edenderry, Laois/Offaly Division,262613.0,232228.0,53.33683348493258,-7.060814757366147
20105,Edgeworthstown, Roscommon/Longford Division,226076.0,271817.0,53.69557962242087,-7.605981072568185
20533,Elphin, Roscommon/Longford Division,187380.0,288484.0,53.845817218001166,-8.192476180086349
20282,Emly, Tipperary Division,175977.0,134865.0,52.46513212658872,-8.354185169800843
20667,Emyvale, Cavan/Monaghan Division,267849.0,343905.0,54.33936038497519,-6.95759598810082
2071,Enfield, Meath Division,277589.0,241162.01,53.41510686614031,-6.833855598027455
20447,Ennis, Clare Division,133945.89,177743.83,52.84692155628299,-8.981114553394075
20185,Enniscorthy, Wexford Division,297114.0,139729.0,52.500733578080485,-6.570684176729503
20564,Enniscrone, Sligo/Leitrim Division,129034.0,329979.01,54.21384742281886,-9.088508003272272
2041,Enniskerry, Wicklow Division,322397.0,217190.0,53.19134682970826,-6.169520161124471
20468,Ennistymon, Clare Division,113414.0,188139.0,52.937397972296125,-9.288542855926192
20495,Eyrecourt, Galway Division,191203.0,216532.0,53.1994290536291,-8.132368997085882
20400,Farranfore, Kerry Division,94027.0,103252.0,52.17139609788518,-9.549683492325071
20128,Ferbane, Laois/Offaly Division,211550.0,224476.0,53.27075510890053,-7.827622119125677
20312,Fermoy, Cork North Division,181278.0,98497.0,52.138519448249006,-8.2741686190807
20187,Ferns, Wexford Division,301857.0,149873.0,52.590994100497284,-6.497757473725153
20208,Ferrybank, Waterford Division,261416.0,113191.0,52.26746388029918,-7.101119948897246
20255,Fethard, Tipperary Division,220818.0,134991.0,52.46639778308201,-7.694422498529013
2030,Finglas, D.M.R. Western Division,312702.0,239028.0,53.389617613940054,-6.306756724173673
2033,Fitzgibbon Street, D.M.R. North Central Division,316208.0,235563.0,53.357740272982625,-6.255358521914864
20585,Foxford, Mayo Division,127334.0,304337.0,53.98328859199837,-9.108403764272527
20427,Foynes, Limerick Division,125284.0,151469.0,52.609730458577026,-9.103675314563395
20534,Frenchpark, Roscommon/Longford Division,173367.0,291150.0,53.869238878710526,-8.405601524773768
20229,Freshford, Kilkenny/Carlow Division,240959.0,164725.0,52.732438843745356,-7.394413668341297
20475,Gaillimh, Galway Division,129444.21,225049.64,53.271341988065444,-9.058277481173903
2076,Garristown, D.M.R. Northern Division,307122.0,258655.0,53.567052154062836,-6.383902682724666
20308,Glanmire, Cork City Division,172745.0,74038.0,51.91835656324452,-8.39684454066213
20325,Glantaine, Cork North Division,148745.0,94962.0,52.10469366465176,-8.748761288503266
